Rainfall (mm),River Level (m),Soil Moisture (%),Humidity (%),Temperature (°C),Wind Speed (km/h),Flood
11.8,4.24,71.5,19.8,17.7,16.5,0
104.1,2.59,59.6,67.0,19.3,16.4,0
42.8,2.36,24.4,57.8,27.6,8.6,0
103.7,4.08,35.8,62.1,14.7,20.5,0
90.2,2.23,52.5,70.3,22.5,18.3,0
25.5,4.21,24.2,49.3,21.5,14.9,0
69.0,2.72,61.5,65.1,27.5,13.1,0
91.2,1.68,42.9,56.4,23.7,15.1,0
119.4,1.93,37.9,89.2,26.9,23.4,0
37.4,0.0,91.2,54.3,30.8,10.7,0
52.7,2.41,40.7,21.5,28.9,22.0,0
6.2,3.46,78.3,97.6,18.8,17.4,0
139.1,6.33,76.4,87.1,22.2,22.2,1
81.1,1.57,77.5,78.7,30.3,20.3,0
71.3,1.99,33.1,77.4,30.1,5.9,0
5.8,1.5,44.0,69.8,23.0,15.5,0
75.5,1.35,70.5,49.6,27.0,15.3,0
61.2,3.37,46.3,74.1,23.3,20.9,0
48.0,1.91,39.5,39.5,25.8,17.6,0
66.1,1.42,74.3,53.5,28.4,7.1,0
54.6,3.11,46.4,43.2,25.5,11.5,0
77.7,3.33,71.4,35.1,25.5,20.2,0
64.0,1.45,57.1,57.1,22.3,23.3,0
45.2,4.13,44.1,46.8,23.3,18.8,0
74.5,5.0,0.0,80.7,27.5,17.8,0
29.9,3.57,44.6,70.9,20.9,15.5,0
64.2,3.31,65.2,53.9,17.2,23.1,0
68.8,0.0,34.8,55.5,26.3,23.5,0
69.5,1.23,21.5,89.9,29.7,10.6,0
68.2,0.43,54.9,46.4,31.5,17.6,0
95.9,3.89,36.1,41.4,23.6,22.1,0
75.6,3.97,21.6,71.6,24.8,9.2,0
91.6,3.17,77.8,66.6,22.5,16.7,0
35.1,2.12,53.1,72.5,28.0,6.1,0
42.3,2.1,63.4,44.0,24.9,24.1,0
124.4,8.28,33.6,57.2,28.8,19.3,0
20.1,3.7,46.2,44.1,29.3,5.9,0
87.9,2.36,65.2,82.9,28.4,14.0,0
114.0,3.23,42.5,50.1,16.0,15.3,0
49.0,0.58,5.0,60.2,28.9,15.9,0
23.0,3.36,43.0,72.9,24.9,12.9,0
53.7,2.12,48.3,74.1,19.9,9.2,0
10.8,3.26,63.7,45.3,26.3,25.4,0
38.4,1.08,50.6,87.8,25.3,12.9,0
44.5,5.23,40.2,63.8,20.9,18.9,0
71.9,1.17,36.3,69.0,24.4,8.6,0
34.4,1.99,71.4,49.5,30.3,11.4,0
43.0,0.85,72.3,70.3,29.9,10.5,0
117.2,1.41,21.1,58.3,25.5,24.7,0
25.5,2.29,60.8,67.1,26.4,13.5,0
119.5,2.57,22.2,44.4,25.5,17.4,0
66.4,2.14,69.0,42.8,16.4,11.7,0
95.2,3.26,57.4,44.7,23.1,15.4,0
22.6,6.03,71.6,71.5,35.9,23.4,0
49.3,2.21,61.2,70.3,27.0,23.5,0
49.3,1.75,16.7,93.5,31.0,19.9,0
46.4,4.57,55.4,82.2,10.1,16.0,0
57.8,1.08,74.4,54.6,22.9,12.3,0
33.1,4.97,77.9,77.8,26.8,14.5,0
31.9,0.0,23.4,68.3,20.2,12.7,0
34.6,4.0,38.1,35.2,27.0,12.8,0
96.8,1.08,74.1,68.2,21.6,13.4,0
18.1,1.03,52.0,65.1,21.9,12.5,0
33.4,3.09,66.3,64.1,26.0,9.5,0
84.1,3.87,53.3,65.5,27.8,10.9,0
128.6,3.54,26.0,66.6,21.7,9.9,0
126.6,1.47,59.5,51.4,23.6,6.4,0
91.2,3.8,79.0,79.6,29.1,13.6,0
112.8,1.25,42.0,39.4,16.3,8.6,0
41.7,2.12,51.4,60.0,23.2,17.4,0
34.3,1.63,6.4,78.0,24.4,11.3,0
4.2,2.27,38.1,74.5,24.1,10.9,0
35.4,1.69,52.0,68.6,14.3,15.9,0
38.9,2.77,45.0,48.6,23.7,17.4,0
7.6,0.47,39.8,64.2,35.6,20.8,0
22.3,3.38,28.5,75.0,23.7,10.6,0
163.2,1.75,18.8,62.5,23.1,16.8,0
48.1,0.92,90.5,57.0,15.4,16.9,0
22.9,4.05,66.4,66.3,22.0,19.7,0
43.6,5.29,59.6,55.9,27.1,15.1,0
60.6,3.33,39.4,73.8,28.2,9.4,0
49.8,2.86,34.1,58.4,26.2,23.1,0
28.8,1.92,49.9,71.3,23.4,21.5,0
85.8,0.5,22.7,55.9,26.0,11.7,0
204.3,3.37,53.5,63.6,17.9,12.9,0
105.8,0.15,43.9,59.2,28.7,17.7,0
43.2,3.2,64.1,60.9,24.7,17.4,0
46.4,0.0,18.8,68.4,27.1,19.9,0
74.9,2.8,54.2,82.5,23.1,11.4,0
57.7,4.43,46.9,70.4,20.0,17.1,0
102.8,3.05,58.2,73.9,28.9,20.5,0
115.1,4.16,34.1,56.3,22.3,13.8,0
11.7,4.71,32.6,52.6,18.3,21.6,0
71.2,2.56,21.0,40.5,29.2,14.6,0
4.2,5.28,5.9,75.6,22.7,21.7,0
144.0,2.08,79.2,73.2,27.0,14.1,0
39.8,1.03,90.0,49.9,24.2,17.5,0
12.3,1.02,55.2,54.3,24.4,28.0,0
62.0,3.93,70.8,95.4,22.3,14.7,0
124.7,2.13,32.3,88.7,25.5,16.4,0
122.5,1.85,43.2,67.1,20.2,16.1,0
70.5,3.61,48.8,52.4,28.3,26.8,0
34.1,0.16,40.5,53.5,30.8,10.8,0
42.0,6.44,65.1,68.9,32.8,18.9,0
20.0,0.75,58.4,65.1,36.5,14.3,0
55.2,3.42,62.3,85.3,33.5,7.2,0
58.1,3.31,84.6,71.9,23.1,17.7,0
15.7,2.28,28.5,100.0,24.2,18.3,0
98.9,4.16,26.8,36.5,21.0,14.4,0
1.9,3.73,46.7,62.5,27.6,17.6,0
75.4,2.34,53.0,86.1,20.9,19.7,0
92.4,3.44,71.2,51.7,27.6,13.3,0
104.0,0.0,54.2,84.7,21.9,24.1,0
53.0,1.9,32.7,89.3,25.9,18.2,0
57.4,3.33,11.7,67.6,29.6,14.1,0
96.1,1.51,43.6,85.9,26.0,22.7,0
61.3,2.38,63.3,76.6,29.1,23.3,0
28.7,2.22,31.9,40.4,27.2,11.5,0
61.2,0.0,58.6,70.7,24.3,18.0,0
152.9,3.87,75.2,69.2,17.9,11.3,0
35.3,2.69,14.0,31.4,24.5,19.6,0
29.9,0.73,76.9,63.5,28.6,24.7,0
43.2,5.27,81.0,61.2,19.6,16.0,0
65.3,2.78,23.2,81.9,35.7,16.1,0
25.0,2.86,77.6,63.9,28.5,8.4,0
11.3,2.36,50.4,72.4,25.5,9.1,0
60.7,5.36,57.1,45.7,17.0,17.3,0
55.4,3.9,9.6,51.6,24.8,6.4,0
11.5,1.45,40.1,70.2,19.2,11.1,0
16.8,0.0,44.3,67.9,25.9,7.4,0
52.0,3.52,70.1,59.1,27.6,9.3,0
35.7,2.31,42.2,62.9,32.5,11.9,0
25.0,1.97,34.6,81.7,32.4,14.1,0
36.4,2.28,27.3,50.1,22.0,19.6,0
26.6,0.0,49.1,58.2,21.4,25.7,0
44.1,2.71,50.9,91.3,27.2,14.0,0
85.5,2.13,65.7,60.8,24.8,11.2,0
95.6,1.83,30.5,62.5,23.4,16.9,0
27.6,2.6,34.6,57.9,19.8,3.7,0
56.6,4.84,76.3,82.4,31.0,24.1,0
56.2,1.99,69.9,75.6,19.9,18.1,0
13.5,4.38,70.0,98.7,29.0,23.3,0
6.2,2.74,13.4,60.5,7.8,16.2,0
115.4,4.51,30.6,73.8,25.8,4.5,0
74.4,2.41,54.5,69.1,30.0,18.2,0
113.1,1.19,52.0,82.1,31.3,9.4,0
93.9,5.69,37.1,42.6,18.1,25.0,0
74.5,4.03,64.0,47.3,23.5,14.8,0
94.8,4.65,52.1,39.3,28.8,14.7,0
44.1,3.4,58.7,70.2,31.1,26.3,0
79.0,2.6,43.5,64.2,24.7,18.5,0
92.6,3.99,34.7,60.4,21.1,18.9,0
76.3,3.38,63.0,68.5,29.0,21.4,0
24.8,1.71,57.9,69.3,25.9,5.5,0
19.0,3.21,27.5,68.9,23.0,18.2,0
72.0,1.99,51.8,74.7,29.3,17.5,0
26.0,0.58,42.7,64.3,23.8,21.7,0
27.0,2.41,34.3,55.4,29.2,14.8,0
36.0,1.59,48.3,63.4,23.1,13.0,0
40.5,5.65,40.1,70.9,27.7,7.8,0
37.2,0.92,45.8,71.9,37.6,14.2,0
35.0,1.85,80.2,54.4,21.5,15.0,0
44.3,1.65,59.6,58.6,11.0,14.8,0
16.2,3.67,70.2,57.0,24.0,15.5,0
11.1,2.88,38.5,68.8,31.4,19.5,0
135.0,5.36,37.7,57.1,25.2,21.9,0
22.4,4.76,60.6,73.8,20.3,21.8,0
1.5,2.66,8.0,57.0,44.0,13.1,0
30.6,0.87,30.9,43.5,21.2,22.4,0
7.4,3.06,60.4,88.4,24.6,13.7,0
12.5,2.85,56.1,56.0,16.5,11.4,0
47.1,0.26,40.6,71.8,25.3,8.0,0
14.0,2.2,52.8,58.4,18.8,17.2,0
114.2,2.8,38.3,60.1,32.8,15.2,0
80.3,2.57,73.7,64.4,20.0,8.8,0
95.2,1.03,71.1,76.0,25.9,11.5,0
49.6,2.48,26.7,45.6,26.2,22.6,0
17.0,2.32,27.6,98.1,26.1,11.1,0
34.8,3.23,86.7,64.3,28.9,16.5,0
57.9,1.13,43.9,76.8,28.8,13.7,0
103.2,4.26,69.6,56.8,24.8,14.0,0
17.8,3.24,35.5,73.7,18.3,18.6,0
48.0,0.52,39.8,61.0,20.2,22.1,0
92.1,2.9,43.1,65.9,24.1,7.8,0
59.6,2.56,59.7,80.9,25.8,16.0,0
135.0,2.37,54.5,39.4,20.0,9.6,0
32.8,0.3,19.4,61.4,18.6,17.0,0
33.9,2.02,34.4,51.0,41.1,10.0,0
5.1,1.55,37.3,80.4,22.4,21.7,0
44.9,1.83,48.7,63.0,25.0,9.6,0
69.7,3.86,59.8,87.4,29.8,9.6,0
99.6,1.49,48.1,98.1,27.1,2.6,0
49.3,5.79,21.3,45.1,21.9,17.3,0
104.3,6.22,56.8,41.9,28.3,26.7,0
73.6,3.04,41.8,46.9,31.2,10.0,0
159.0,0.57,74.8,68.4,22.1,5.7,0
61.0,0.57,46.3,76.4,31.0,20.1,0
79.2,3.21,39.1,16.7,28.3,15.4,0
70.8,2.15,38.9,77.7,23.7,7.4,0
99.7,1.41,62.5,90.0,23.3,19.5,0
63.2,2.52,26.3,70.4,36.4,21.4,0
38.0,0.55,32.0,34.8,29.6,18.2,0
16.3,6.07,43.9,74.3,22.3,14.4,0
31.4,3.36,61.8,57.5,20.9,20.1,0
36.1,4.96,50.5,53.6,17.5,7.8,0
107.7,3.94,49.7,72.5,19.4,14.9,0
87.2,3.64,61.5,82.1,28.1,12.7,0
196.8,1.17,30.5,52.7,27.0,13.7,0
48.2,0.0,63.6,70.2,22.1,14.4,0
20.6,4.06,66.2,92.6,26.3,18.2,0
23.6,2.53,79.8,68.1,13.9,16.3,0
95.5,5.81,100.0,37.0,29.8,14.2,1
29.7,1.86,61.0,86.1,33.1,24.4,0
10.8,2.53,68.7,66.7,28.9,20.8,0
71.6,2.0,37.7,67.5,26.4,17.1,0
91.3,4.5,62.3,82.7,28.1,24.7,0
9.5,0.0,87.0,78.0,12.4,13.5,0
32.3,3.1,21.1,66.1,27.6,20.4,0
29.7,1.52,73.2,80.0,20.3,26.0,0
51.0,2.61,60.8,76.6,31.3,19.4,0
29.5,4.83,66.4,50.7,30.0,10.5,0
45.4,0.89,59.6,62.8,29.5,16.3,0
59.0,0.87,22.3,92.2,22.2,19.8,0
9.6,5.32,13.0,47.5,20.4,22.4,0
40.8,1.97,51.4,89.0,28.4,15.6,0
34.7,1.7,22.5,78.3,22.1,29.1,0
40.9,1.73,83.6,58.8,20.5,10.4,0
40.8,0.05,29.9,56.3,18.1,15.8,0
8.0,4.84,70.9,51.2,34.1,18.1,0
151.3,4.67,56.0,73.6,21.6,0.3,0
53.1,0.0,64.4,75.0,29.1,19.7,0
97.3,1.99,31.7,48.8,23.1,13.3,0
23.2,0.15,88.0,50.9,22.9,18.6,0
114.8,3.71,49.7,80.4,31.2,16.8,0
52.2,3.4,91.9,82.7,26.7,14.2,0
76.8,1.01,60.0,70.4,27.4,21.5,0
12.6,1.84,35.2,60.4,28.9,18.0,0
36.1,4.53,62.2,50.9,28.9,20.0,0
55.3,2.29,67.4,58.3,22.7,17.1,0
152.0,1.57,42.5,68.6,23.4,21.2,0
70.0,3.96,59.9,60.8,30.3,20.4,0
18.2,2.62,68.3,49.6,34.3,9.9,0
20.4,4.43,30.3,64.7,23.5,21.9,0
10.9,3.94,36.9,62.8,35.4,19.8,0
25.1,3.48,27.1,88.2,25.3,12.3,0
116.1,1.18,85.8,53.0,24.7,8.2,0
66.6,4.5,41.6,63.2,32.3,22.1,0
77.2,2.51,87.9,52.1,22.0,19.5,0
116.4,2.62,50.3,61.7,30.2,11.8,0
78.5,0.25,6.0,59.6,31.0,15.4,0
14.1,1.48,64.4,71.0,31.8,16.3,0
91.0,1.12,60.1,56.8,22.8,13.0,0
174.2,3.27,44.1,70.6,27.3,12.8,0
14.5,3.86,47.9,79.3,31.2,14.0,0
59.6,2.09,76.3,56.6,25.1,23.2,0
113.5,2.72,49.6,59.6,27.1,19.9,0
95.1,2.4,43.2,47.6,19.5,14.1,0
175.4,5.15,7.2,67.2,22.8,21.1,0
116.6,0.0,66.4,68.1,18.9,14.0,0
28.4,0.87,52.9,46.8,25.5,20.3,0
103.7,2.06,54.0,73.0,27.2,20.6,0
49.2,2.98,62.9,57.8,39.3,14.9,0
39.7,1.76,58.6,47.7,14.3,6.1,0
29.4,0.05,24.1,68.7,25.2,17.8,0
105.3,3.49,39.8,65.3,24.1,18.2,0
16.3,5.04,55.2,72.0,14.9,12.5,0
57.5,0.15,51.3,53.1,22.7,18.5,0
29.9,3.09,12.8,53.9,20.1,17.6,0
51.4,4.2,36.4,67.6,26.5,15.0,0
43.5,3.18,73.8,49.1,24.2,18.0,0
52.8,4.09,0.0,83.6,19.2,10.1,0
66.9,1.94,0.0,92.8,26.0,10.9,0
26.5,1.18,46.0,29.9,38.4,14.3,0
16.5,4.46,54.3,79.4,22.4,6.4,0
25.9,3.07,45.6,49.3,29.3,16.0,0
57.7,2.79,66.7,73.4,31.2,13.5,0
51.7,2.86,94.1,58.3,24.3,16.7,0
26.1,0.32,67.3,73.0,24.0,13.7,0
57.1,1.53,12.2,59.4,36.6,9.0,0
109.6,2.77,33.2,64.2,35.5,21.4,0
52.2,5.09,51.8,37.7,32.6,14.2,0
24.5,0.89,17.0,100.0,21.4,12.4,0
13.0,1.42,59.6,46.8,20.2,16.1,0
51.5,3.38,62.3,59.4,17.1,22.0,0
22.5,0.0,7.1,79.6,19.4,19.1,0
38.3,2.2,52.7,96.4,16.4,12.3,0
68.2,0.66,57.1,91.0,27.8,17.8,0
63.5,5.73,24.8,33.4,18.8,20.2,0
112.7,3.69,45.3,78.8,20.0,10.8,0
8.6,1.11,60.7,70.7,19.2,21.0,0
42.5,2.62,37.5,76.0,23.4,13.3,0
43.7,1.05,71.6,54.0,37.2,18.7,0
58.2,0.94,28.1,73.7,26.0,12.2,0
18.4,0.57,44.2,76.2,14.1,12.2,0
28.1,1.45,43.3,69.7,23.2,15.0,0
16.6,3.09,45.4,83.9,17.9,12.6,0
61.6,4.29,55.5,58.7,18.6,16.8,0
27.0,0.9,33.2,74.6,22.1,8.7,0
94.0,1.1,36.1,57.5,27.5,21.6,0
84.9,5.88,28.4,69.7,28.3,14.0,0
102.4,2.7,52.9,57.5,29.2,13.1,0
35.2,2.05,63.0,67.5,19.9,16.8,0
35.4,1.25,44.5,80.6,29.4,14.8,0
37.6,1.51,33.5,67.0,22.3,11.5,0
24.8,2.57,34.7,47.3,28.9,21.6,0
15.3,4.22,61.4,58.2,25.7,22.0,0
21.5,0.82,7.1,78.4,33.6,10.5,0
129.6,2.14,45.1,71.9,21.5,10.7,0
32.2,5.18,32.8,74.6,24.4,25.3,0
152.6,0.2,32.5,38.8,31.7,9.9,0
30.7,4.4,65.3,48.5,25.2,17.6,0
56.4,5.65,47.2,89.1,21.7,16.1,0
63.2,2.56,33.3,88.5,24.1,13.9,0
50.2,4.47,56.7,73.9,33.8,10.7,0
30.8,0.0,58.9,81.1,17.7,18.0,0
6.8,2.1,72.2,38.4,23.7,17.6,0
46.5,4.12,52.5,72.9,29.5,8.1,0
24.4,0.34,39.6,30.7,25.0,10.4,0
32.1,4.46,82.3,84.2,32.9,16.4,0
30.3,6.29,80.0,79.6,22.5,12.4,0
129.5,1.41,98.8,51.3,27.0,22.4,0
20.4,3.61,73.0,61.6,32.2,16.9,0
150.2,3.95,63.2,79.9,30.6,14.9,0
172.4,4.91,2.0,58.0,17.4,17.9,0
91.8,0.79,82.4,46.1,31.4,22.4,0
3.0,1.52,50.1,97.5,25.2,11.0,0
14.8,3.47,46.1,80.1,21.0,18.5,0
105.5,2.64,59.1,73.1,21.9,7.5,0
19.0,5.23,37.1,70.3,21.2,16.3,0
53.7,2.04,70.9,74.2,20.4,7.9,0
30.4,1.86,18.6,63.2,31.0,17.7,0
111.6,3.05,70.0,62.4,35.0,4.1,0
51.0,3.02,61.3,66.1,25.4,15.2,0
56.9,2.32,50.1,79.7,32.6,19.5,0
220.2,1.12,76.2,63.3,31.1,19.5,0
152.0,2.71,64.1,70.0,19.5,10.6,0
50.7,3.2,100.0,69.7,23.9,14.2,0
4.9,1.22,37.6,63.9,30.8,16.6,0
81.3,0.8,50.8,60.1,30.6,23.1,0
187.8,3.06,53.9,64.8,20.3,18.0,0
6.9,7.14,71.2,90.6,18.4,11.3,0
88.4,4.4,52.4,70.1,28.8,16.7,0
115.7,2.22,22.9,96.4,21.6,13.2,0
50.7,2.19,0.0,73.8,25.0,6.1,0
54.9,2.76,33.9,41.8,22.6,8.5,0
51.6,1.63,59.9,66.3,21.9,13.8,0
17.3,3.12,56.1,50.9,24.8,21.3,0
232.0,0.31,30.8,88.4,27.7,14.9,0
11.8,1.83,44.7,49.5,36.2,11.4,0
89.2,4.56,24.1,65.5,20.2,20.5,0
85.0,3.59,37.8,41.2,21.7,7.3,0
19.2,3.56,69.5,70.2,22.2,26.2,0
54.2,4.21,33.3,70.7,27.0,14.3,0
15.7,2.02,73.5,83.5,20.5,12.5,0
72.4,0.43,13.4,75.5,27.0,11.1,0
120.2,2.83,36.7,55.8,14.6,11.9,0
56.0,3.22,88.2,98.4,19.2,13.3,0
85.3,5.12,0.0,62.4,24.2,18.6,0
21.4,1.47,49.1,26.7,21.0,10.5,0
21.2,2.13,63.8,59.8,29.1,15.7,0
52.4,4.29,51.9,71.4,23.9,8.9,0
14.3,3.85,69.9,71.4,21.2,9.4,0
19.4,0.32,68.6,83.4,24.1,15.6,0
29.5,4.26,36.1,49.9,27.6,14.8,0
72.6,5.13,63.8,76.2,30.8,17.4,0
20.9,1.75,43.8,60.4,28.3,27.5,0
49.1,4.25,56.2,31.2,27.7,19.2,0
88.4,3.53,36.2,72.6,33.0,9.2,0
32.9,1.25,98.7,51.5,17.2,13.8,0
33.6,0.58,41.5,63.5,25.6,20.2,0
73.0,3.13,30.0,69.0,24.2,21.2,0
57.6,4.19,70.0,29.3,26.2,15.7,0
36.4,1.99,47.6,82.1,22.8,21.9,0
23.9,0.75,69.6,54.3,24.3,13.3,0
28.8,0.0,44.3,56.7,28.4,10.5,0
89.8,2.71,24.0,70.1,29.5,9.7,0
32.9,1.39,73.3,20.4,23.8,7.6,0
248.6,1.27,29.8,80.1,18.3,15.6,0
26.0,5.07,30.7,63.7,31.0,18.7,0
78.1,3.66,46.6,89.7,21.8,10.4,0
80.7,3.54,37.1,60.0,18.7,12.6,0
65.9,2.43,30.7,35.5,26.8,15.1,0
13.0,3.31,20.6,45.0,26.9,8.9,0
102.3,2.97,67.3,63.4,31.9,14.2,0
48.0,1.99,78.3,48.7,23.7,24.9,0
125.0,2.47,36.1,38.1,26.3,9.8,0
39.0,4.35,75.2,67.3,26.9,12.8,0
38.5,3.03,57.6,57.0,23.2,8.4,0
68.5,6.11,63.4,55.6,23.0,12.2,0
48.1,4.44,62.3,48.1,31.3,8.2,0
14.0,2.41,38.8,73.5,22.5,15.6,0
89.9,2.83,35.2,53.8,22.1,9.4,0
11.5,2.54,46.4,44.3,32.0,17.7,0
100.4,4.63,47.0,68.6,18.0,12.7,0
22.5,0.76,68.5,55.9,28.6,13.1,0
178.1,2.32,56.3,54.9,30.4,23.5,0
13.6,3.57,51.9,64.5,18.7,15.6,0
15.2,3.33,60.7,73.7,21.7,15.0,0
21.6,4.76,29.4,52.0,22.9,13.7,0
98.0,1.91,61.0,65.3,32.5,15.3,0
74.4,0.17,54.5,71.5,28.0,12.3,0
103.8,3.28,100.0,83.2,31.3,8.1,0
79.1,2.83,26.3,64.7,30.0,19.4,0
47.6,3.21,58.9,53.0,22.4,15.0,0
119.0,1.95,36.2,54.8,32.6,11.0,0
150.9,3.45,53.1,94.3,20.4,8.8,0
19.8,2.16,77.1,75.4,24.6,13.2,0
114.3,3.54,87.9,66.8,24.4,18.9,0
113.0,2.31,35.8,64.3,25.6,13.9,0
23.0,4.89,45.0,47.8,33.4,9.0,0
29.4,0.0,7.8,64.6,20.6,17.8,0
93.8,0.0,83.9,62.2,25.1,22.4,0
33.1,3.5,36.3,55.4,26.0,10.2,0
57.0,0.3,14.3,54.7,24.8,19.1,0
60.2,2.76,53.4,76.2,25.4,9.9,0
21.3,1.78,27.3,53.3,13.8,22.1,0
21.4,4.52,31.0,29.2,25.1,10.0,0
18.1,2.59,34.4,67.4,27.2,16.0,0
75.7,1.73,75.3,56.0,24.2,13.1,0
13.6,5.03,84.1,70.4,27.0,12.0,0
99.6,3.47,59.9,54.2,23.6,17.5,0
31.7,0.82,46.3,53.5,21.3,17.7,0
56.6,0.0,25.2,65.7,23.4,14.1,0
17.3,4.49,41.9,70.0,28.8,15.7,0
180.5,3.0,56.7,72.4,21.8,13.4,0
80.2,3.8,62.9,58.0,30.1,25.5,0
77.8,4.26,62.8,62.1,32.4,13.1,0
83.4,3.4,59.1,95.2,24.6,20.8,0
73.1,2.96,59.2,63.3,16.2,16.6,0
19.7,2.33,57.8,85.5,34.4,21.9,0
24.8,3.15,61.3,56.8,35.0,12.9,0
46.8,2.01,23.3,74.2,26.6,18.2,0
75.1,4.51,26.2,85.4,33.3,12.1,0
89.8,3.56,70.2,86.0,22.6,7.0,0
26.8,4.73,52.8,37.1,27.1,17.7,0
43.5,3.0,71.8,92.0,20.9,9.1,0
158.1,2.63,69.3,57.9,29.7,11.5,0
37.6,2.37,37.8,57.6,26.7,10.1,0
102.7,5.07,75.3,58.2,19.6,10.6,1
11.7,0.73,80.6,96.7,20.4,12.0,0
38.5,0.0,47.0,61.8,20.0,9.1,0
114.8,2.21,78.5,62.8,28.0,14.0,0
132.6,2.35,42.1,66.0,25.7,16.2,0
68.4,4.17,61.4,67.4,26.5,8.6,0
6.0,4.59,70.0,74.0,27.2,19.5,0
5.4,2.32,39.3,53.8,26.2,11.1,0
64.4,1.89,47.6,69.8,28.1,3.2,0
68.9,0.0,38.2,47.2,25.4,9.8,0
191.7,6.06,46.3,50.8,20.7,22.6,0
27.5,3.45,80.4,67.4,18.2,14.3,0
16.7,4.51,46.6,75.2,27.3,28.4,0
44.9,4.17,51.3,94.1,31.7,14.0,0
35.8,0.0,63.5,49.6,24.2,15.4,0
81.5,1.77,35.0,81.3,39.4,11.5,0
91.8,2.51,26.7,46.9,23.7,17.5,0
43.7,2.26,39.8,48.4,36.9,3.2,0
88.6,3.77,40.2,64.2,24.8,10.9,0
21.1,0.49,40.7,81.9,31.0,11.5,0
61.2,1.88,69.4,66.7,22.9,23.1,0
2.9,2.5,13.7,70.1,21.9,16.5,0
27.0,1.09,83.6,77.8,26.4,18.2,0
76.3,3.93,75.2,68.3,28.1,8.7,0
153.1,2.94,8.2,83.3,24.7,13.3,0
23.8,4.33,55.4,70.1,18.4,19.3,0
62.5,5.55,24.9,100.0,27.5,17.0,0
23.0,2.24,52.5,64.5,36.2,16.5,0
36.7,3.78,29.3,73.5,25.0,15.0,0
71.5,0.0,37.8,59.6,26.5,10.9,0
19.2,0.31,44.1,47.9,16.7,15.6,0
36.7,2.98,55.9,34.8,32.2,14.1,0
57.4,2.03,48.4,28.9,26.9,14.3,0
60.6,4.92,50.9,62.5,30.2,13.5,0
52.8,3.43,73.7,93.0,23.2,6.4,0
57.4,0.35,64.3,79.0,26.1,14.6,0
28.4,2.96,54.2,70.7,23.0,14.7,0
24.8,1.82,43.9,59.4,13.9,12.8,0
19.8,4.51,84.3,83.3,25.0,10.8,0
22.4,2.19,65.8,77.1,25.0,20.8,0
20.6,2.02,34.6,42.2,29.1,6.7,0
53.5,1.01,60.2,78.6,18.3,18.7,0
22.9,0.78,62.2,55.6,24.0,17.5,0
57.5,1.32,62.9,67.1,22.2,15.1,0
44.4,3.96,51.4,48.3,12.6,16.1,0
65.3,5.05,94.2,94.6,23.4,10.5,0
50.7,4.94,58.1,48.5,29.7,15.3,0
47.0,3.21,9.1,79.7,21.5,15.4,0
99.3,1.33,6.5,83.6,25.9,17.7,0
92.9,0.66,20.8,72.5,26.6,21.2,0
62.1,2.85,60.0,69.6,25.8,15.2,0
91.7,1.0,70.0,54.7,22.3,16.8,0
22.5,5.54,79.4,62.5,26.9,22.3,0
37.5,3.66,47.3,48.0,24.9,12.1,0
38.5,2.51,47.4,73.1,19.8,16.8,0
59.1,2.87,62.4,72.1,26.9,14.1,0
12.5,2.5,47.9,54.7,29.7,6.7,0
61.5,4.14,60.4,68.9,21.4,11.3,0
75.6,3.01,36.0,66.6,28.0,17.1,0
73.7,1.54,55.1,53.2,35.4,16.2,0
11.5,3.02,45.5,64.8,30.6,13.1,0
13.9,2.16,80.4,99.7,27.9,11.6,0
27.8,1.91,64.0,57.4,27.1,14.5,0
156.3,2.01,89.8,41.6,21.8,12.0,0
62.6,2.27,60.4,47.4,22.0,16.4,0
14.5,0.0,39.9,62.6,27.2,12.0,0
65.6,3.33,38.2,72.8,25.2,10.2,0
52.9,3.51,39.4,50.3,34.0,21.4,0
72.0,0.93,69.2,69.8,19.1,8.9,0
46.4,0.16,56.1,58.7,20.2,20.8,0
48.1,4.68,46.4,62.1,17.9,11.4,0
27.4,5.73,71.5,38.9,32.6,10.1,0
183.3,2.37,68.7,60.7,16.7,13.5,0
36.2,4.19,60.7,47.7,23.9,4.9,0
42.5,2.27,40.2,67.6,22.2,9.7,0
32.0,2.81,23.4,64.6,13.1,11.6,0
5.4,1.9,70.9,96.3,18.0,13.6,0
12.9,3.63,58.2,55.4,23.3,11.3,0
54.3,2.98,72.5,79.3,24.1,20.2,0
35.1,4.61,19.5,66.4,28.3,27.2,0
9.9,2.01,57.7,82.2,24.5,16.4,0
79.1,3.19,22.5,95.8,22.2,13.1,0
77.4,3.71,53.0,62.4,28.9,7.7,0
68.9,3.2,46.8,59.0,32.7,22.2,0
51.4,3.02,67.0,65.9,18.3,15.2,0
136.5,4.69,65.9,31.2,23.4,21.2,0
33.0,0.95,42.6,66.5,32.4,3.8,0
51.2,3.39,48.5,49.3,22.1,12.6,0
17.6,1.44,40.5,56.9,22.7,17.2,0
11.3,1.21,11.5,57.7,39.4,18.4,0
123.9,1.94,50.4,77.0,26.9,10.4,0
68.8,3.05,5.1,65.4,24.6,11.4,0
62.6,3.22,31.7,58.1,31.1,10.3,0
177.3,2.16,55.4,56.2,29.2,9.1,0
8.9,3.73,52.6,58.1,39.1,15.2,0
14.4,3.85,67.4,88.1,31.1,4.8,0
156.9,5.25,48.3,56.5,20.2,7.7,0
52.5,1.89,73.2,80.3,21.4,18.2,0
